image_path,label
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/284_inessentials_39226.jpg,inessentials
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/285_Archie_3823.jpg,archie
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/286_pres_59801.jpg,pres
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/287_Porcupine_58914.jpg,porcupine
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/288_Dielectric_21534.jpg,dielectric
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/289_Lowlanders_45438.jpg,lowlanders
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/290_Somersetting_72700.jpg,somersetting
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/291_pentiums_56494.jpg,pentiums
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/292_deciders_19712.jpg,deciders
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/293_eclectics_24520.jpg,eclectics
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/294_Allotting_2140.jpg,allotting
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/295_Tackling_77179.jpg,tackling
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/296_COWARDLINESS_17627.jpg,cowardliness
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/297_Sells_69275.jpg,sells
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/298_scallions_68077.jpg,scallions
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/299_ARMADILLO_3960.jpg,armadillo
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/300_UNSURE_83304.jpg,unsure
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/301_BAYED_6332.jpg,bayed
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/302_Roaster_66362.jpg,roaster
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/303_Antiperspirants_3223.jpg,antiperspirants
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/304_leavings_43842.jpg,leavings
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/305_flaccidly_29261.jpg,flaccidly
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/306_MONGOLISM_49527.jpg,mongolism
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/307_PERMED_56763.jpg,permed
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/308_chandelier_12636.jpg,chandelier
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/309_ACTRESS_886.jpg,actress
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/310_Encapsulations_25543.jpg,encapsulations
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/311_Convexity_16765.jpg,convexity
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/312_Woos_87167.jpg,woos
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/313_scourer_68526.jpg,scourer
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/314_typewrite_81500.jpg,typewrite
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/315_DROVERS_23893.jpg,drovers
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/316_suzy_76592.jpg,suzy
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/317_Eructs_26455.jpg,eructs
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/318_GUITARIST_34177.jpg,guitarist
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/319_EMERGE_25348.jpg,emerge
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/320_Counterfeiter_17444.jpg,counterfeiter
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/321_Wriggler_87414.jpg,wriggler
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/322_ALEJANDRA_1927.jpg,alejandra
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/323_replaced_64813.jpg,replaced
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/324_SCUFFS_68794.jpg,scuffs
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/325_teleconferencing_77949.jpg,teleconferencing
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/326_RELATERS_64317.jpg,relaters
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/327_Huskier_37456.jpg,huskier
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/328_Chlorine_13354.jpg,chlorine
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/329_Tabling_77130.jpg,tabling
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/330_CLOVERLEAVES_14360.jpg,cloverleaves
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/331_SHRIEKS_70565.jpg,shrieks
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/332_Nag_50765.jpg,nag
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/333_Fluxed_29847.jpg,fluxed
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/334_AMBASSADOR_2372.jpg,ambassador
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/335_Confabbed_15855.jpg,confabbed
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/336_Divesting_22899.jpg,divesting
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/337_inkstand_39623.jpg,inkstand
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/338_LOGARITHM_45077.jpg,logarithm
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/339_triumvirates_80769.jpg,triumvirates
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/340_ANATOLIAN_2699.jpg,anatolian
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/341_interlinear_40214.jpg,interlinear
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/342_XXXIII_87594.jpg,xxxiii
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/343_Blip_8056.jpg,blip
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/344_Squashier_73920.jpg,squashier
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/345_Haves_35234.jpg,haves
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/346_Nape_50855.jpg,nape
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/347_batten_6266.jpg,batten
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/348_REJECTIONS_64269.jpg,rejections
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/349_Rhiannon_65921.jpg,rhiannon
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/350_reactants_62710.jpg,reactants
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/351_PRECISES_59474.jpg,precises
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/352_Carafes_11435.jpg,carafes
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/353_Goatherd_32941.jpg,goatherd
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/354_CUTEST_18847.jpg,cutest
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/355_dueled_24036.jpg,dueled
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/356_Cameroonians_11027.jpg,cameroonians
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/357_comity_15150.jpg,comity
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/358_nonphysically_52096.jpg,nonphysically
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/359_Rob_66367.jpg,rob
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/360_pigs_57569.jpg,pigs
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/361_Palmtops_55178.jpg,palmtops
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/362_Whits_86386.jpg,whits
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/363_beet_6652.jpg,beet
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/364_INTERSECTION_40374.jpg,intersection
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/365_HIGHEST_36108.jpg,highest
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/366_Hydration_37519.jpg,hydration
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/367_ASSOCIATED_4439.jpg,associated
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/368_Christi_13499.jpg,christi
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/369_ANCHORITES_2726.jpg,anchorites
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/370_HIBERNIAN_36043.jpg,hibernian
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/371_Steadiest_74433.jpg,steadiest
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/372_Banknotes_5799.jpg,banknotes
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/373_collides_14930.jpg,collides
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/374_Echoes_24508.jpg,echoes
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/375_Prices_60025.jpg,prices
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/376_aftertaste_1513.jpg,aftertaste
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/377_COMPERES_15410.jpg,comperes
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/378_INEXORABILITY_39239.jpg,inexorability
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/379_Foul_30492.jpg,foul
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/380_TITHE_79324.jpg,tithe
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/381_swagger_76612.jpg,swagger
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/382_BLOBBED_8094.jpg,blobbed
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/383_CHANDRAGUPTA_12643.jpg,chandragupta
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/384_Recapped_63051.jpg,recapped
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/385_amur_2609.jpg,amur
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/386_ERODES_26414.jpg,erodes
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/387_RAGIN_62193.jpg,ragin
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/388_Teaspoon_77844.jpg,teaspoon
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/389_Indissolubly_39071.jpg,indissolubly
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/390_eagerly_24334.jpg,eagerly
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/391_Operations_53491.jpg,operations
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/392_Propagandist_60587.jpg,propagandist
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/393_Quakers_61665.jpg,quakers
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/394_saskatchewan_67830.jpg,saskatchewan
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/395_CLERIC_14111.jpg,cleric
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/396_Detained_21134.jpg,detained
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/397_anode_3015.jpg,anode
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/398_concisely_15706.jpg,concisely
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/399_Tick_78991.jpg,tick
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/400_Squanders_73906.jpg,squanders
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/401_adas_948.jpg,adas
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/402_SCANTILY_68130.jpg,scantily
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/403_thrived_78836.jpg,thrived
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/404_Drywall_23971.jpg,drywall
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/405_Crinkliest_18112.jpg,crinkliest
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/406_ABILENE_274.jpg,abilene
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/407_declarers_19767.jpg,declarers
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/408_reapply_62848.jpg,reapply
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/409_Pluses_58395.jpg,pluses
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/410_Composition_15520.jpg,composition
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/411_Mascaraed_46956.jpg,mascaraed
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/412_hailstorms_34523.jpg,hailstorms
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/413_Handstands_34837.jpg,handstands
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/414_crannies_17820.jpg,crannies
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/415_Competence_15414.jpg,competence
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/416_becomes_6525.jpg,becomes
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/417_technologist_77875.jpg,technologist
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/418_darkener_19246.jpg,darkener
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/419_Homeboys_36557.jpg,homeboys
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/420_kuznets_42975.jpg,kuznets
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/421_Typecasts_81488.jpg,typecasts
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/422_harassing_34927.jpg,harassing
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/423_worktables_87253.jpg,worktables
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/424_bloodthirstiness_8179.jpg,bloodthirstiness
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/425_ESTELLA_26609.jpg,estella
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/426_SUPERCHARGERS_76185.jpg,superchargers
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/427_ARIZONIAN_3944.jpg,arizonian
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/428_Unending_82384.jpg,unending
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/429_Prognosticates_60422.jpg,prognosticates
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2425/1/430_regions_64028.jpg,regions
